item_name,2026-02-22,2026-02-23,2026-02-24,2026-02-25,2026-02-26,2026-02-27,2026-02-28,2026-03-01,2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09,2026-03-10,2026-03-11,2026-03-12,2026-03-13,2026-03-14,2026-03-15,2026-03-16,2026-03-17,2026-03-18,2026-03-19,2026-03-20,2026-03-21,2026-03-22,2026-03-23,2026-03-24,2026-03-25,2026-03-26,2026-03-27,2026-03-28,2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05,2026-04-06,2026-04-07,2026-04-08,2026-04-09,2026-04-10,2026-04-11,2026-04-12,2026-04-13,2026-04-14,2026-04-15,2026-04-16,2026-04-17,2026-04-18,2026-04-19,2026-04-20,2026-04-21,2026-04-22,2026-04-23,2026-04-24,2026-04-25,2026-04-26,2026-04-27,2026-04-28,2026-04-29,2026-04-30,2026-05-01,2026-05-02,2026-05-03,2026-05-04,2026-05-05,2026-05-06,2026-05-07,2026-05-08,2026-05-09,2026-05-10,2026-05-11,2026-05-12,2026-05-13,2026-05-14,2026-05-15,2026-05-16,2026-05-17,2026-05-18,2026-05-19,2026-05-20,2026-05-21,2026-05-22,2026-05-23,2026-05-24,2026-05-25,2026-05-26,2026-05-27,2026-05-28,2026-05-29,2026-05-30,2026-05-31,2026-06-01,2026-06-02,2026-06-03,2026-06-04,2026-06-05,2026-06-06,2026-06-07,2026-06-08,2026-06-09,2026-06-10,2026-06-11,2026-06-12,2026-06-13,2026-06-14,2026-06-15,2026-06-16,2026-06-17,2026-06-18,2026-06-19,2026-06-20,2026-06-21,2026-06-22,2026-06-23,2026-06-24,2026-06-25,2026-06-26,2026-06-27,2026-06-28,2026-06-29,2026-06-30,2026-07-01,2026-07-02,2026-07-03,2026-07-04,2026-07-05,2026-07-06,2026-07-07,2026-07-08,2026-07-09,2026-07-10,2026-07-11,2026-07-12,2026-07-13,2026-07-14,2026-07-15,2026-07-16,2026-07-17,2026-07-18,2026-07-19,2026-07-20,2026-07-21,2026-07-22,2026-07-23,2026-07-24,2026-07-25,2026-07-26,2026-07-27,2026-07-28,2026-07-29,2026-07-30,2026-07-31,2026-08-01,2026-08-02,2026-08-03,2026-08-04,2026-08-05,2026-08-06,2026-08-07,2026-08-08,2026-08-09,2026-08-10,2026-08-11,2026-08-12,2026-08-13,2026-08-14,2026-08-15,2026-08-16,2026-08-17,2026-08-18,2026-08-19,2026-08-20,2026-08-21,2026-08-22,2026-08-23,2026-08-24,2026-08-25,2026-08-26,2026-08-27,2026-08-28,2026-08-29,2026-08-30,2026-08-31,2026-09-01,2026-09-02,2026-09-03,2026-09-04,2026-09-05,2026-09-06,2026-09-07
빛나는 위장 로브,0.0,0,8,0,0,0,0,0,0,13,0,0,0,0,0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0,0,1,1.0,0.0,30,0.0,0.0,0,0.0,0,0,100.0,0.0,1.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,38.0,80.0,1.0,0.0,0.0,0.0,22.0,9.0,22.0,67.0,0.0,26.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,80.0,0.0,0.0,0.0,11.0,0.0,0.0,
빛나는 은신 로브,,0,0,0,1,0,1,0,0,0,0,2,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,173.0,5.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,30,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
빛나는 전기 수류탄,,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
빛나는 점토 수류탄,0.0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
빛나는 정령의 회복약,54334.0,38618,28907,20182,15109,13054,20674,15655,12114,5630,18691,19230,20131,18665,17196,6729.0,5586.0,17533.0,16598.0,15388.0,17686.0,19784.0,8735.0,8774.0,50196.0,36239.0,30278.0,34634.0,30596.0,11948.0,8540.0,20637.0,17198,16386.0,18960.0,23354.0,6930.0,6446.0,18712.0,15105.0,13320.0,14185,15025.0,5398.0,4324.0,12435.0,12999.0,12821.0,14783.0,13411.0,6033.0,6294.0,12322,13408.0,13571.0,19540.0,12439.0,9279.0,8151.0,61289.0,65365.0,70311.0,92602.0,88417.0,38129.0,25440.0,29233.0,29174.0,45902.0,45255.0,38476.0,22050.0,26597.0,15368.0,15211.0,18563.0,26897.0,28894.0,10557.0,7883.0,17901.0,15100.0,16288.0,44773.0,33741.0,18757.0,27104,91318.0,92173,121335,171010,177376.0,144589.0,71586,47594.0,48951.0,55475,90792.0,88205,44837,36059.0,46243.0,30863.0,41877.0,60029.0,56717.0,31645.0,20853.0,22858.0,28567.0,34836.0,49855.0,49041,25667,20362,14150.0,7131.0,5315.0,12973.0,13627.0,6834.0,2883.0,4963.0,15948.0,7972.0,11352.0,10470.0,10094.0,12432.0,6413.0,6234.0,7332.0,11280.0,9200.0,7942.0,6947.0,4429.0,6462.0,11718.0,13104.0,14433.0,7462.0,8768.0,6381.0,7954.0,10571.0,15425.0,14173.0,16336.0,8589.0,10338.0,16179.0,14846.0,11579.0,11392.0,10312.0,10200.0,18889.0,10284.0,10189.0,13916.0,27901.0,15436.0,46359.0,56200.0,49017.0,52146.0,74886.0,60619.0,29851.0,25138.0,53393.0,31976.0,38597.0,47481.0,42699.0,48953.0,24819.0,30173.0,38588.0,34070.0,47999.0,41916.0,23750.0,19339.0,25661.0,22363.0,28283.0,28907.0,30139.0,15568.0,12836.0,21773.0,15538.0,15745.0,17314.0,19203.0,5792.0
빛나는 진군의 깃발,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,3.0,22.0,2.0,6.0,0.0,0.0,0.0,18.0,0.0,8.0,4.0,0.0,0.0,6.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,10.0,4.0,2.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,24.0,0.0,100.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,18.0,0.0,0.0,0.0
빛나는 천둥 물약,0.0,0,0,1,0,0,0,0,0,0,0,0,26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
빛나는 파괴 폭탄,400.0,130,68,361,129,49,266,168,101,32,159,227,113,439,340,98.0,2030.0,317.0,234.0,260.0,145.0,463.0,230.0,40.0,530.0,62.0,258.0,531.0,207.0,10346.0,115.0,103.0,111,210.0,177.0,242.0,244.0,76.0,30.0,859.0,723.0,150,55.0,175.0,10.0,60.0,233.0,101.0,483.0,141.0,412.0,112.0,81,144.0,136.0,866.0,54.0,236.0,1227.0,0.0,10.0,55.0,397.0,30.0,74.0,165.0,130.0,110.0,29.0,15.0,59.0,50.0,11.0,23.0,171.0,80.0,53.0,23.0,20.0,30.0,120.0,10.0,85.0,143.0,117.0,111.0,247,2.0,7,155,33,468.0,100.0,32,220.0,3.0,34,7.0,124,64,25.0,251.0,20.0,48.0,113.0,106.0,0.0,0.0,92.0,145.0,96.0,15.0,10,50,716,21.0,149.0,35.0,52.0,95.0,140.0,58.0,40.0,151.0,1209.0,20.0,261.0,102.0,210.0,1077.0,355.0,160.0,110.0,0.0,100.0,1.0,844.0,5.0,2.0,220.0,603.0,15.0,0.0,50.0,100.0,219.0,520.0,170.0,1.0,150.0,120.0,10.0,272.0,302.0,54.0,743.0,134.0,125.0,50.0,735.0,235.0,392.0,597.0,760.0,399.0,5.0,0.0,1.0,447.0,1.0,200.0,70.0,120.0,152.0,667.0,284.0,1.0,33.0,165.0,91.0,940.0,60.0,18.0,201.0,10.0,132.0,26.0,589.0,257.0,21.0,2.0,22.0,135.0,61.0,125.0,45.0,10.0,0.0
빛나는 화염 수류탄,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,143.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,11.0,13371.0,12593.0,4739.0,456.0,1837.0,736.0,487.0,412.0,250.0,2770.0,1091.0,962.0,141.0,250.0,160.0,90.0,270.0,283.0,50.0,275.0,101.0,6.0,0.0,140.0,30.0,95.0,0.0,0.0,130.0,30.0,90.0,67.0,112.0,0.0
빛나는 회오리 수류탄,686.0,623,487,324,180,255,390,211,166,218,90,270,173,358,87,109.0,25.0,62.0,237.0,1148.0,216.0,445.0,220.0,52.0,195.0,41.0,84.0,356.0,167.0,20.0,5.0,146.0,95,235.0,45.0,236.0,4.0,29.0,150.0,90.0,85.0,25,680.0,3.0,7.0,215.0,58.0,96.0,271.0,35.0,193.0,18.0,230,72.0,99.0,50.0,211.0,190.0,41.0,17.0,38.0,90.0,180.0,430.0,83.0,20.0,52.0,68.0,164.0,140.0,67.0,40.0,313.0,50.0,46.0,50.0,46.0,3.0,30.0,100.0,892.0,710.0,385.0,535.0,142.0,61.0,105,39.0,11,23,52,460.0,126.0,50,38.0,40.0,103,230.0,19,0,3.0,53.0,43.0,30.0,20.0,92.0,45.0,0.0,100.0,0.0,20.0,25.0,62,40,104,167.0,35.0,10.0,16.0,26.0,4.0,41.0,116.0,70.0,20.0,94.0,361.0,90.0,15.0,76.0,84.0,602.0,23.0,50.0,0.0,20.0,55.0,14.0,81.0,5.0,160.0,26.0,0.0,0.0,95.0,67.0,0.0,38.0,0.0,30.0,356.0,10.0,33.0,57.0,70.0,10.0,10.0,640.0,206.0,49.0,411.0,0.0,0.0,0.0,303.0,897.0,583.0,528.0,819.0,218.0,260.0,240.0,287.0,405.0,472.0,234.0,177.0,80.0,100.0,107.0,150.0,1341.0,326.0,111.0,15.0,13.0,1.0,240.0,95.0,73.0,124.0,20.0,95.0,16.0,151.0,18.0,47.0,0.0
상급 아비도스 융화 재료,2157085.0,1473088,1460885,2412536,2307552,1888415,2204517,2150495,1964031,1241264,2056729,2171921,3311348,3461624,3025579,2169605.0,1856441.0,2296514.0,2575122.0,2351225.0,2494229.0,2597934.0,1821218.0,1828753.0,3527065.0,2627498.0,2280948.0,2455289.0,2170323.0,1602542.0,1400496.0,2538464.0,2429583,2175526.0,2411179.0,2324205.0,1493618.0,1281996.0,2430358.0,2193342.0,2051259.0,2271886,2213331.0,1334551.0,1226811.0,2439734.0,2369699.0,2317786.0,2498061.0,2276799.0,1476022.0,1341339.0,2540247,2407536.0,5695328.0,5881980.0,5010548.0,3538426.0,3046874.0,5669179.0,4343354.0,4062667.0,4288462.0,3617676.0,2440414.0,1903970.0,2670581.0,2671862.0,3205869.0,2710602.0,2643661.0,2077792.0,1919034.0,2573670.0,2588153.0,2325213.0,2621337.0,2602061.0,1749342.0,1491285.0,2683940.0,2809473.0,2610146.0,2935975.0,3004705.0,2015025.0,2005477,4019513.0,4535176,4803306,5209967,4328996.0,3377767.0,2007640,2776981.0,2702539.0,2573013,3040797.0,2794018,1989370,1510775.0,2945365.0,2031344.0,1835051.0,2103597.0,1906732.0,1228993.0,1029499.0,1722507.0,1742313.0,1476454.0,1642007.0,1618598,1021356,1008880,1518852.0,1414151.0,1189124.0,4189924.0,4082127.0,2659616.0,1912772.0,2610127.0,2456145.0,2239811.0,2329617.0,1876962.0,1595263.0,1504466.0,2411277.0,2167678.0,2091213.0,2155156.0,2167591.0,1578836.0,1330647.0,2315983.0,2387393.0,2315327.0,2537428.0,2601962.0,1744176.0,1630614.0,3041735.0,2850806.0,3000177.0,2804234.0,2440123.0,2007373.0,1968648.0,3011425.0,3018360.0,3189741.0,3189287.0,3202046.0,2459484.0,2229075.0,4730638.0,4400526.0,4117763.0,4410812.0,3989812.0,3130925.0,3466506.0,7251663.0,6871120.0,6972089.0,8616653.0,9339842.0,6600174.0,5437493.0,7819001.0,6851674.0,6605580.0,7757660.0,7086459.0,6371246.0,4290260.0,5326804.0,4416387.0,3829872.0,4369016.0,3764200.0,2444984.0,2483627.0,7253761.0,6967357.0,5970662.0,7237716.0,6779274.0,4040548.0,3886872.0,6295710.0,6188800.0,5300998.0,5768378.0,5132689.0,661476.0
생선,28625.0,44397,16103,26676,33139,28553,26782,40546,40573,35839,50657,57433,62574,50422,50935,68708.0,59760.0,24048.0,41043.0,61447.0,65897.0,38407.0,26554.0,25300.0,23606.0,32726.0,22093.0,31728.0,28598.0,60571.0,50182.0,26442.0,21683,25561.0,20414.0,20618.0,18412.0,15037.0,45495.0,30452.0,33700.0,30897,39091.0,51299.0,22957.0,17836.0,27933.0,24869.0,24862.0,16414.0,13083.0,16645.0,16816,17812.0,36294.0,35361.0,25448.0,20719.0,33715.0,27557.0,27548.0,22739.0,43075.0,29506.0,23477.0,34689.0,36534.0,21250.0,19734.0,22401.0,26028.0,37364.0,33433.0,19660.0,25991.0,18863.0,33523.0,31922.0,23011.0,9645.0,14569.0,13598.0,13270.0,22378.0,22501.0,14368.0,11799,14245.0,31661,22866,30079,17536.0,37018.0,15847,15963.0,25354.0,16171,29126.0,13560,10516,24204.0,13226.0,34578.0,6676.0,13765.0,25734.0,26865.0,16458.0,21981.0,15590.0,20548.0,17606.0,35408,17937,18852,17195.0,13244.0,28084.0,11561.0,13099.0,22873.0,35991.0,14409.0,51309.0,34090.0,11217.0,26098.0,25427.0,24213.0,55789.0,21369.0,19288.0,20227.0,30620.0,32612.0,24689.0,21445.0,32814.0,41901.0,34337.0,17031.0,23608.0,14484.0,15879.0,10297.0,15638.0,20152.0,16698.0,7916.0,7759.0,7169.0,11003.0,14432.0,14745.0,56592.0,22779.0,24976.0,9581.0,23772.0,27180.0,15552.0,33358.0,29127.0,21883.0,24486.0,18804.0,21611.0,33148.0,22275.0,29358.0,28835.0,22710.0,20831.0,18157.0,22286.0,25862.0,41595.0,10249.0,37785.0,31478.0,78495.0,44276.0,35682.0,66310.0,31180.0,26186.0,23810.0,21497.0,11837.0,21175.0,7531.0,8858.0,26105.0,23274.0,11992.0,13794.0,30285.0,10567.0
섬광 수류탄,723.0,1020,0,0,0,0,0,0,0,103,5,0,120,0,100,0.0,0.0,0.0,66.0,0.0,0.0,33.0,0.0,0.0,390.0,0.0,900.0,34.0,86.0,0.0,0.0,50.0,169,135.0,1114.0,117.0,0.0,0.0,0.0,0.0,987.0,13,190.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18.0,45.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,154.0,55,510,120,120.0,684.0,0,132.0,372.0,1019,0.0,200,222,0.0,2.0,20.0,60.0,0.0,90.0,270.0,129.0,0.0,0.0,0.0,0.0,180,0,0,0.0,9.0,0.0,120.0,1.0,7.0,0.0,180.0,0.0,0.0,0.0,126.0,1.0,120.0,5.0,0.0,27.0,206.0,0.0,200.0,0.0,0.0,0.0,51.0,0.0,0.0,3270.0,0.0,0.0,90.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,2.0,259.0,0.0,450.0,0.0,100.0,61115.0,450.0,605.0,93.0,0.0,0.0,0.0,300.0,0.0,1.0,300.0,17.0,0.0,0.0,132.0,80.0,0.0,0.0,20.0,0.0,0.0,5.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,543.0,0.0,0.0,0.0
성스러운 부적,36057.0,3268,3310,5133,3590,4193,2612,6836,3946,2301,2473,6497,33577,5440,3110,2972.0,4834.0,4431.0,8638.0,5496.0,2267.0,2328.0,3484.0,3898.0,7484.0,7281.0,3024.0,2165.0,4000.0,14525.0,2453.0,4117.0,3899,6655.0,3244.0,16407.0,2877.0,2060.0,2997.0,3985.0,6896.0,1501,3274.0,7998.0,6076.0,5649.0,2465.0,4729.0,6343.0,836.0,2020.0,1568.0,3135,1848.0,3306.0,7018.0,5930.0,16025.0,7849.0,7553.0,12594.0,9024.0,3487.0,2679.0,2085.0,1673.0,4038.0,3971.0,6494.0,5329.0,6728.0,6425.0,8995.0,3799.0,3488.0,2355.0,2539.0,4145.0,4846.0,3908.0,6090.0,7531.0,8121.0,6706.0,10950.0,23601.0,21303,7257.0,52042,36036,69085,105000.0,76052.0,43539,25151.0,20057.0,15085,27628.0,43525,18744,19441.0,17609.0,24802.0,14540.0,18041.0,33012.0,24389.0,34913.0,11728.0,18738.0,8080.0,15107.0,7542,3227,4877,3199.0,590.0,321.0,2715.0,8123.0,17845.0,5461.0,2569.0,3108.0,2030.0,5413.0,1176.0,2897.0,6673.0,2283.0,959.0,2543.0,5652.0,1539.0,4623.0,1566.0,4737.0,1564.0,3700.0,1630.0,3292.0,3793.0,3761.0,2248.0,6207.0,3478.0,2010.0,4466.0,2542.0,3460.0,8515.0,4169.0,2142.0,1842.0,3990.0,3718.0,1516.0,10639.0,9617.0,4791.0,2926.0,2597.0,4528.0,7950.0,12991.0,4573.0,2548.0,1975.0,2459.0,2616.0,2800.0,1420.0,2402.0,2741.0,4819.0,1159.0,4022.0,2089.0,8780.0,4880.0,2777.0,6105.0,1719.0,1434.0,1142.0,2574.0,1064.0,4806.0,255.0,3331.0,1653.0,1912.0,4015.0,2691.0,1119.0,5912.0,9494.0,1176.0
성스러운 폭탄,63755.0,47360,34704,19191,32299,11262,22340,19963,9404,12426,9586,10392,13865,20880,14770,10002.0,9170.0,8225.0,15293.0,18774.0,12270.0,18852.0,12874.0,12065.0,11461.0,12299.0,9591.0,17810.0,11116.0,8238.0,6799.0,16213.0,17593,15241.0,18291.0,7651.0,6730.0,5417.0,12775.0,25053.0,13699.0,18025,19045.0,12513.0,11183.0,10219.0,18350.0,14087.0,19937.0,14951.0,10580.0,10091.0,10794,18918.0,17115.0,16743.0,7402.0,18886.0,7206.0,9106.0,13915.0,6083.0,19967.0,15856.0,12432.0,7509.0,18163.0,27373.0,26799.0,26554.0,18743.0,10445.0,16348.0,24426.0,23807.0,28388.0,27032.0,28084.0,27699.0,17633.0,24494.0,19969.0,22061.0,20653.0,22724.0,28553.0,23251,54945.0,59389,59673,94537,99307.0,75893.0,31682,33609.0,40967.0,42899,35467.0,22689,30998,26912.0,28304.0,29115.0,35247.0,27967.0,25687.0,10728.0,23184.0,18437.0,14530.0,21786.0,9824.0,8695,10468,5539,28217.0,23132.0,14898.0,30228.0,28052.0,17028.0,5042.0,4539.0,15549.0,26651.0,4350.0,12633.0,17183.0,14519.0,16652.0,15865.0,19322.0,9504.0,12291.0,12371.0,9186.0,9950.0,10136.0,12477.0,15834.0,10019.0,14325.0,9697.0,11816.0,20000.0,17968.0,20610.0,8559.0,13111.0,10292.0,10707.0,16438.0,13680.0,9877.0,18773.0,13209.0,9809.0,18581.0,8012.0,12883.0,8997.0,8573.0,18145.0,14445.0,35777.0,9280.0,8868.0,4130.0,4034.0,1851.0,4388.0,18838.0,3673.0,712.0,3731.0,3669.0,7852.0,4559.0,2122.0,1680.0,2847.0,1442.0,4240.0,3960.0,4099.0,2131.0,6244.0,1289.0,3857.0,1477.0,4336.0,3564.0,3334.0,2818.0,2759.0,4818.0,2913.0,1530.0
